file_name,genre
73442,Jazz
28598,Jazz
35458,Jazz
47712,Jazz
83645,Jazz
16444,Jazz
85892,Jazz
72386,Jazz
12674,Jazz
83639,Jazz
14059,Jazz
68227,Jazz
62928,Jazz
47944,Jazz
133423,Jazz
67043,Jazz
47505,Jazz
50970,Jazz
8582,Jazz
1965,Jazz
590,Jazz
126436,Jazz
83646,Jazz
18782,Jazz
83643,Jazz
68747,Jazz
71373,Jazz
126437,Jazz
68739,Jazz
86633,Jazz
143120,Jazz
83641,Jazz
133430,Jazz
17439,Jazz
68344,Jazz
33651,Jazz
10739,Jazz
68744,Jazz
50291,Jazz
64568,Jazz
126438,Jazz
9749,Jazz
145100,Jazz
133426,Jazz
133429,Jazz
67040,Jazz
68226,Jazz
28606,Jazz
16445,Jazz
136462,Jazz
13760,Jazz
47774,Jazz
10741,Jazz
67042,Jazz
39557,Jazz
59949,Jazz
35453,Jazz
4705,Jazz
64572,Jazz
5120,Jazz
68215,Jazz
17441,Jazz
23071,Jazz
1059,Jazz
9748,Jazz
14060,Jazz
39558,Jazz
67044,Jazz
13582,Jazz
54259,Jazz
18976,Jazz
592,Jazz
20463,Jazz
50989,Jazz
83644,Jazz
11663,Jazz
831,Jazz
13581,Jazz
72389,Jazz
85890,Jazz
16443,Jazz
26531,Jazz
54850,Jazz
68743,Jazz
64362,Jazz
5107,Jazz
23072,Jazz
16442,Jazz
50370,Jazz
26530,Jazz
1060,Jazz
71380,Jazz
28601,Jazz
13646,Jazz
13585,Jazz
54267,Jazz
142932,Jazz
83647,Jazz
126434,Jazz
16983,Jazz
19486,Jazz
1155,Jazz
51936,Jazz
59952,Jazz
50990,Jazz
35451,Jazz
35450,Jazz
68740,Jazz
19487,Jazz
50369,Jazz
47036,Jazz
15140,Jazz
98008,Jazz
11207,Jazz
1151,Jazz
73443,Jazz
1058,Jazz
18975,Jazz
1966,Jazz
50988,Jazz
23078,Jazz
68235,Jazz
71376,Jazz
123226,Jazz
54258,Jazz
68229,Jazz
1963,Jazz
39556,Jazz
12602,Jazz
68745,Jazz
1023,Jazz
51321,Jazz
22332,Jazz
71375,Jazz
133424,Jazz
68236,Jazz
54262,Jazz
19481,Jazz
27950,Jazz
72385,Jazz
41571,Jazz
1996,Jazz
28089,Jazz
35452,Jazz
12374,Jazz
64361,Jazz
1064,Jazz
126433,Jazz
16452,Jazz
54849,Jazz
