file_name,genre
123894,Folk
155298,Folk
22299,Folk
110384,Folk
4450,Folk
112252,Folk
132040,Folk
72058,Folk
91958,Folk
132450,Folk
6460,Folk
68838,Folk
64553,Folk
48815,Folk
52504,Folk
65683,Folk
111186,Folk
123490,Folk
61008,Folk
139524,Folk
148192,Folk
109899,Folk
190,Folk
130941,Folk
66064,Folk
51655,Folk
130949,Folk
142515,Folk
10449,Folk
127190,Folk
6467,Folk
88867,Folk
82505,Folk
13930,Folk
129687,Folk
107090,Folk
15366,Folk
10483,Folk
113360,Folk
88864,Folk
67013,Folk
108016,Folk
127066,Folk
88848,Folk
14684,Folk
621,Folk
63251,Folk
38364,Folk
131903,Folk
105915,Folk
68861,Folk
91938,Folk
116456,Folk
73675,Folk
144473,Folk
43966,Folk
144465,Folk
73170,Folk
5380,Folk
123097,Folk
127916,Folk
49844,Folk
145004,Folk
51332,Folk
115931,Folk
137990,Folk
13927,Folk
147295,Folk
107585,Folk
132455,Folk
130937,Folk
52502,Folk
63255,Folk
210,Folk
133780,Folk
115923,Folk
135008,Folk
42649,Folk
74430,Folk
126484,Folk
34137,Folk
142369,Folk
1925,Folk
10389,Folk
150062,Folk
3263,Folk
8261,Folk
43623,Folk
72046,Folk
891,Folk
129692,Folk
54295,Folk
34149,Folk
67017,Folk
110924,Folk
67765,Folk
64809,Folk
74937,Folk
78213,Folk
115934,Folk
88869,Folk
140874,Folk
72609,Folk
68858,Folk
80002,Folk
115926,Folk
43761,Folk
116451,Folk
85968,Folk
118735,Folk
620,Folk
45513,Folk
88870,Folk
54296,Folk
92539,Folk
43964,Folk
125196,Folk
126781,Folk
107569,Folk
4445,Folk
91937,Folk
36333,Folk
63206,Folk
73658,Folk
144551,Folk
130758,Folk
118736,Folk
68852,Folk
12483,Folk
96723,Folk
21708,Folk
135009,Folk
73585,Folk
12047,Folk
110169,Folk
69761,Folk
72050,Folk
64566,Folk
10992,Folk
88871,Folk
107851,Folk
5377,Folk
129686,Folk
34484,Folk
145003,Folk
115922,Folk
92292,Folk
91794,Folk
110440,Folk
49602,Folk
6782,Folk
109906,Folk
58130,Folk
130347,Folk
130663,Folk
12355,Folk
79988,Folk
83439,Folk
91171,Folk
5171,Folk
131901,Folk
105890,Folk
116448,Folk
10681,Folk
79986,Folk
88856,Folk
8258,Folk
122932,Folk
118673,Folk
91793,Folk
66187,Folk
107589,Folk
85966,Folk
7714,Folk
85693,Folk
40244,Folk
145554,Folk
33049,Folk
10575,Folk
126749,Folk
109448,Folk
150064,Folk
125183,Folk
74445,Folk
118891,Folk
12052,Folk
54703,Folk
96721,Folk
72055,Folk
153945,Folk
122354,Folk
135039,Folk
12060,Folk
43962,Folk
136134,Folk
45516,Folk
61013,Folk
45523,Folk
57642,Folk
110172,Folk
52946,Folk
73171,Folk
115933,Folk
79990,Folk
139111,Folk
3598,Folk
12985,Folk
109902,Folk
140872,Folk
26302,Folk
32697,Folk
122359,Folk
72047,Folk
85436,Folk
113946,Folk
18041,Folk
126489,Folk
68844,Folk
34148,Folk
146970,Folk
148217,Folk
68851,Folk
68840,Folk
3906,Folk
66184,Folk
29469,Folk
17132,Folk
132449,Folk
84159,Folk
40243,Folk
148218,Folk
57648,Folk
105716,Folk
58128,Folk
52508,Folk
56519,Folk
57166,Folk
117628,Folk
140,Folk
60170,Folk
57175,Folk
91795,Folk
3910,Folk
152467,Folk
133793,Folk
84012,Folk
117631,Folk
82891,Folk
134082,Folk
124424,Folk
