file_name,genre
73192,Rock
56651,Rock
60892,Rock
60890,Rock
122088,Rock
101109,Rock
55717,Rock
32021,Rock
39436,Rock
67121,Rock
114430,Rock
33184,Rock
30928,Rock
1413,Rock
97887,Rock
132235,Rock
12423,Rock
64911,Rock
104688,Rock
38405,Rock
111802,Rock
141856,Rock
131539,Rock
8451,Rock
23339,Rock
10002,Rock
98025,Rock
134650,Rock
56168,Rock
147379,Rock
75529,Rock
64192,Rock
57497,Rock
71872,Rock
60884,Rock
105908,Rock
131457,Rock
144605,Rock
5244,Rock
10213,Rock
149547,Rock
149213,Rock
46145,Rock
51316,Rock
87489,Rock
7262,Rock
91434,Rock
123833,Rock
17464,Rock
4214,Rock
87154,Rock
75197,Rock
43400,Rock
142560,Rock
108294,Rock
123267,Rock
17843,Rock
137420,Rock
56680,Rock
52220,Rock
112218,Rock
5242,Rock
40417,Rock
42432,Rock
88958,Rock
116727,Rock
86993,Rock
147774,Rock
138350,Rock
113823,Rock
98022,Rock
66768,Rock
130242,Rock
125487,Rock
105094,Rock
49813,Rock
17729,Rock
130402,Rock
16694,Rock
105397,Rock
30173,Rock
127164,Rock
72285,Rock
111972,Rock
59979,Rock
95251,Rock
137585,Rock
69719,Rock
13559,Rock
138354,Rock
132197,Rock
131536,Rock
147836,Rock
69781,Rock
27222,Rock
126031,Rock
97900,Rock
122683,Rock
69696,Rock
142298,Rock
63303,Rock
46084,Rock
121767,Rock
71370,Rock
8497,Rock
1183,Rock
42939,Rock
95676,Rock
112497,Rock
14745,Rock
44204,Rock
109351,Rock
16433,Rock
69647,Rock
55259,Rock
48088,Rock
17460,Rock
110985,Rock
137724,Rock
140195,Rock
32681,Rock
52250,Rock
63264,Rock
7195,Rock
28068,Rock
58540,Rock
16737,Rock
131668,Rock
20964,Rock
60357,Rock
75227,Rock
50269,Rock
99412,Rock
138314,Rock
61958,Rock
71934,Rock
8064,Rock
122128,Rock
3495,Rock
3840,Rock
71272,Rock
55399,Rock
26484,Rock
125868,Rock
118384,Rock
129724,Rock
17451,Rock
87621,Rock
120547,Rock
131161,Rock
